Product,DeviceCategory,session_id,total_cost,impression_count
Ad Exchange,Desktop,192371_3070,0.211229,267
Ad Exchange,Desktop,190337_3020,0.210855,367
Ad Exchange,Desktop,186866_3090,0.210393,399
Exchange Bidding,Smartphone,181415_1950,0.209385,250
Ad Exchange,Smartphone,190460_1018,0.209004,62
Ad Exchange,Smartphone,192196_1008,0.208301,109
Ad Exchange,Smartphone,191756_3160,0.20771299999999998,49
Exchange Bidding,Smartphone,190728_2000,0.20768099999999998,20
Ad Exchange,Tablet,192350_2002,0.20651999999999998,399
Ad Exchange,Tablet,191637_1006,0.205101,53
Ad Exchange,Desktop,185947_3002,0.20507599999999998,242
Exchange Bidding,Tablet,192716_1000,0.20418799999999998,177
Exchange Bidding,Smartphone,192668_1005,0.20396999999999998,137
Ad Exchange,Desktop,192141_3026,0.20288399999999998,290
Ad Exchange,Smartphone,189484_1153,0.20282299999999998,122
Ad Exchange,Smartphone,192668_1001,0.199939,212
Exchange Bidding,Smartphone,191866_1017,0.19955299999999998,188
Ad Exchange,Desktop,191939_2005,0.19949,535
Ad Exchange,Smartphone,191909_1006,0.199261,106
Exchange Bidding,Smartphone,191946_2000,0.198908,168
Ad Exchange,Smartphone,189774_1006,0.198649,79
Ad Exchange,Smartphone,192147_3088,0.198181,58
Exchange Bidding,Smartphone,192582_1003,0.196676,76
Exchange Bidding,Smartphone,192678_1007,0.196481,99
Exchange Bidding,Smartphone,191719_1017,0.196438,146
Ad Exchange,Desktop,192342_3029,0.19569899999999998,567
Exchange Bidding,Smartphone,190728_2004,0.195242,139
Ad Exchange,Smartphone,192753_1000,0.19467399999999999,92
Exchange Bidding,Smartphone,191931_2007,0.194552,142
Ad Exchange,Desktop,191393_3014,0.194265,305
Ad Exchange,Smartphone,192013_1000,0.19392399999999999,163
Exchange Bidding,Smartphone,192734_1000,0.193048,138
Ad Exchange,Smartphone,189159_5012,0.192963,80
Ad Exchange,Smartphone,192670_1005,0.19295099999999998,98
Ad Exchange,Desktop,191877_3000,0.192628,663
Ad Exchange,Smartphone,191911_1012,0.191126,138
Exchange Bidding,Tablet,192281_1000,0.19037099999999998,121
Ad Exchange,Smartphone,192668_1003,0.189466,182
Exchange Bidding,Desktop,185547_3016,0.188736,167
Ad Exchange,Desktop,191147_3004,0.188332,382
Exchange Bidding,Tablet,192699_1000,0.188164,197
Ad Exchange,Smartphone,192670_1003,0.187493,189
Ad Exchange,Tablet,190728_2004,0.18691,258
Ad Exchange,Smartphone,191399_1003,0.186636,189
Ad Exchange,Smartphone,192663_1001,0.185919,204
Exchange Bidding,Smartphone,189655_5002,0.185776,138
Exchange Bidding,Smartphone,192101_1004,0.18501299999999998,226
Ad Exchange,Smartphone,192383_2000,0.18470499999999998,316
Ad Exchange,Smartphone,187083_2030,0.183382,72
Exchange Bidding,Smartphone,192744_1001,0.182948,150
Exchange Bidding,Smartphone,192716_1001,0.18292799999999998,166
Ad Exchange,Desktop,190552_3018,0.181936,445
Ad Exchange,Desktop,191490_3085,0.18098,351
Exchange Bidding,Smartphone,192330_1004,0.180691,136
Ad Exchange,Smartphone,192076_1012,0.180005,117
Ad Exchange,Smartphone,192196_1006,0.17951399999999998,54
Ad Exchange,Tablet,192221_1000,0.178542,39
Exchange Bidding,Smartphone,190082_1031,0.178039,124
Exchange Bidding,Smartphone,192671_1001,0.177898,102
Exchange Bidding,Smartphone,190667_1041,0.17715999999999998,73
Exchange Bidding,Smartphone,181415_1949,0.176374,144
Ad Exchange,Smartphone,192101_1001,0.175167,147
Exchange Bidding,Smartphone,190668_1053,0.17493899999999998,91
Ad Exchange,Smartphone,190729_2001,0.17462,493
Exchange Bidding,Desktop,191393_3010,0.174486,238
Ad Exchange,Smartphone,191866_1017,0.174453,283
Exchange Bidding,Desktop,191654_3003,0.17415899999999998,251
Ad Exchange,Tablet,190725_2001,0.173907,434
Ad Exchange,Smartphone,190830_1009,0.17366099999999998,82
Ad Exchange,Tablet,192699_1000,0.172766,354
Ad Exchange,Smartphone,190658_1024,0.172427,89
Exchange Bidding,Smartphone,191313_3102,0.172121,112
Ad Exchange,Desktop,190725_2001,0.170097,315
Exchange Bidding,Desktop,189448_3021,0.169728,64
Ad Exchange,Tablet,192084_1013,0.169406,191
Ad Exchange,Smartphone,192383_2001,0.169266,309
Ad Exchange,Desktop,186853_3000,0.16822499999999999,348
Ad Exchange,Desktop,192261_3008,0.16758499999999998,108
Exchange Bidding,Desktop,187160_3032,0.167228,193
Ad Exchange,Smartphone,192745_1007,0.166564,404
Ad Exchange,Smartphone,190699_1051,0.166451,97
Exchange Bidding,Smartphone,192221_1000,0.166263,86
Exchange Bidding,Smartphone,186122_1019,0.166071,89
Ad Exchange,Desktop,191436_3014,0.16602699999999998,589
Ad Exchange,Desktop,190928_3091,0.165885,219
Ad Exchange,Smartphone,192703_1001,0.165878,180
Ad Exchange,Smartphone,191714_1041,0.16580699999999998,131
Exchange Bidding,Smartphone,191723_2001,0.165744,140
Exchange Bidding,Desktop,191768_3000,0.16544499999999998,148
Ad Exchange,Desktop,191232_3000,0.165373,258
Ad Exchange,Smartphone,191756_3158,0.16510999999999998,107
Exchange Bidding,Smartphone,192350_2002,0.165022,138
Ad Exchange,Smartphone,191934_2007,0.164629,317
Ad Exchange,Desktop,186746_3028,0.16367199999999998,135
Exchange Bidding,Smartphone,191855_3044,0.163658,92
Exchange Bidding,Smartphone,185778_1014,0.163573,118
Ad Exchange,Desktop,188345_3052,0.163519,527
Ad Exchange,Smartphone,191558_1001,0.16283499999999998,172
Exchange Bidding,Smartphone,190066_1010,0.162611,141
Ad Exchange,Tablet,192160_1017,0.16247799999999998,131
Exchange Bidding,Smartphone,192084_1015,0.16175,94
Ad Exchange,Smartphone,192155_3030,0.161584,67
Exchange Bidding,Desktop,186763_3041,0.16136599999999998,180
Ad Exchange,Desktop,191818_3001,0.161002,216
Ad Exchange,Smartphone,190066_1030,0.16072999999999998,116
Ad Exchange,Smartphone,192328_1014,0.16066,255
Exchange Bidding,Smartphone,192710_1001,0.158681,99
Ad Exchange,Smartphone,192140_1001,0.157822,137
Ad Exchange,Smartphone,189681_3006,0.156722,61
Ad Exchange,Smartphone,185843_3011,0.156582,102
Exchange Bidding,Smartphone,191154_1007,0.154965,91
Ad Exchange,Desktop,187128_3018,0.154934,252
Ad Exchange,Desktop,187160_3050,0.154918,143
Ad Exchange,Smartphone,192160_1013,0.154695,127
Ad Exchange,Smartphone,192125_2002,0.15423299999999998,298
Ad Exchange,Desktop,191436_3010,0.154141,165
Ad Exchange,Smartphone,190371_1104,0.154029,81
Ad Exchange,Smartphone,191975_1017,0.15368099999999998,195
Exchange Bidding,Smartphone,192745_1002,0.153284,160
Ad Exchange,Smartphone,192384_1018,0.15288,74
Exchange Bidding,Smartphone,192284_1000,0.152714,130
Exchange Bidding,Smartphone,182531_1030,0.152399,112
Exchange Bidding,Smartphone,190709_1007,0.15084499999999998,95
Ad Exchange,Desktop,192342_3022,0.15015699999999998,532
Ad Exchange,Smartphone,191312_3042,0.149755,79
Exchange Bidding,Smartphone,191943_2000,0.14926699999999998,100
Exchange Bidding,Smartphone,190205_3008,0.149247,75
Exchange Bidding,Smartphone,191107_1004,0.1485,72
Exchange Bidding,Smartphone,187102_5000,0.14785299999999998,47
Exchange Bidding,Smartphone,192109_1002,0.147445,100
Ad Exchange,Tablet,190603_2000,0.147006,294
Ad Exchange,Desktop,192141_3000,0.146997,306
Ad Exchange,Desktop,191434_3000,0.146745,232
Exchange Bidding,Smartphone,190699_1018,0.146251,51
Ad Exchange,Desktop,191419_3088,0.145953,180
Exchange Bidding,Tablet,191721_2002,0.145646,103
Ad Exchange,Desktop,187160_3030,0.145535,323
Ad Exchange,Desktop,192371_3010,0.14504699999999998,241
Ad Exchange,Desktop,191405_3026,0.144874,178
Exchange Bidding,Smartphone,192710_1000,0.14332999999999999,79
Ad Exchange,Desktop,192261_3029,0.14315999999999998,367
Ad Exchange,Smartphone,190259_1004,0.14290799999999998,104
Exchange Bidding,Smartphone,192353_2000,0.142511,115
Ad Exchange,Smartphone,191858_3058,0.142506,51
Ad Exchange,Tablet,192716_1001,0.142429,192
Exchange Bidding,Tablet,191939_2003,0.14174599999999998,89
Exchange Bidding,Smartphone,190603_2000,0.141731,141
Exchange Bidding,Smartphone,192673_1004,0.141348,134
Ad Exchange,Smartphone,192155_3002,0.14121,55
Ad Exchange,Desktop,192586_3053,0.141065,164
Ad Exchange,Smartphone,192201_1003,0.140367,136
Ad Exchange,Desktop,190773_3009,0.14031,129
Ad Exchange,Tablet,192673_1001,0.140295,38
Exchange Bidding,Desktop,190875_3037,0.13999599999999998,186
Ad Exchange,Smartphone,191654_1010,0.139873,267
Ad Exchange,Tablet,189501_1054,0.13955199999999998,59
Ad Exchange,Desktop,189007_3004,0.139126,306
Exchange Bidding,Desktop,186123_3025,0.13899699999999998,137
Ad Exchange,Smartphone,182531_1030,0.138512,149
Exchange Bidding,Desktop,191653_3006,0.138491,205
Exchange Bidding,Smartphone,192353_2002,0.138352,100
Ad Exchange,Smartphone,168818_1057,0.13780699999999999,161
Ad Exchange,Smartphone,192363_2000,0.13735999999999998,139
Ad Exchange,Desktop,191154_1014,0.136866,111
Exchange Bidding,Smartphone,188424_2000,0.136707,109
Ad Exchange,Smartphone,191722_2004,0.136648,139
Ad Exchange,Desktop,192141_3022,0.136407,150
Exchange Bidding,Desktop,191436_3002,0.13627799999999998,234
Exchange Bidding,Smartphone,190067_1015,0.136276,142
Ad Exchange,Smartphone,185547_3014,0.136124,73
Exchange Bidding,Smartphone,190662_1004,0.13478099999999998,102
Ad Exchange,Tablet,188862_1010,0.134646,98
Ad Exchange,Desktop,190717_3005,0.134603,269
Exchange Bidding,Smartphone,192325_1008,0.134372,44
Ad Exchange,Desktop,185947_3034,0.13407,187
Exchange Bidding,Smartphone,192341_2000,0.133658,85
Exchange Bidding,Smartphone,189420_1010,0.133236,117
Ad Exchange,Smartphone,192684_1003,0.13320099999999999,119
Ad Exchange,Smartphone,188246_3012,0.132508,129
Exchange Bidding,Smartphone,190206_3000,0.132355,87
Exchange Bidding,Desktop,191522_3018,0.132023,159
Ad Exchange,Smartphone,192671_1001,0.13170099999999998,117
Ad Exchange,Desktop,192149_3024,0.131386,133
Exchange Bidding,Smartphone,190066_1029,0.13091,96
Exchange Bidding,Smartphone,192160_1017,0.130792,89
Ad Exchange,Desktop,187128_3006,0.130689,206
Ad Exchange,Smartphone,192348_2002,0.130574,128
Exchange Bidding,Smartphone,190066_1071,0.12995299999999999,101
Ad Exchange,Desktop,191421_3012,0.129931,130
Ad Exchange,Smartphone,192671_1004,0.12969899999999998,104
Exchange Bidding,Smartphone,190444_1013,0.129582,95
Ad Exchange,Smartphone,191866_1015,0.129189,199
Ad Exchange,Smartphone,188952_1031,0.128861,54
Ad Exchange,Smartphone,192139_1004,0.12881199999999998,181
Ad Exchange,Smartphone,188615_4040,0.12817699999999999,131
Exchange Bidding,Desktop,191382_3048,0.128161,265
Ad Exchange,Smartphone,192375_1000,0.12792699999999999,105
Exchange Bidding,Smartphone,186015_3028,0.12789299999999998,68
Ad Exchange,Smartphone,191756_3156,0.127855,133
Ad Exchange,Smartphone,192140_1013,0.12739599999999998,67
Ad Exchange,Tablet,192338_2000,0.127365,221
Ad Exchange,Smartphone,190937_1010,0.126716,59
Exchange Bidding,Smartphone,191399_1003,0.126635,132
Exchange Bidding,Smartphone,192128_1002,0.126543,61
Exchange Bidding,Desktop,191464_3006,0.12595399999999998,241
Ad Exchange,Desktop,192143_3028,0.125575,106
Ad Exchange,Smartphone,188881_1020,0.12520499999999998,66
Ad Exchange,Tablet,191929_2003,0.124942,207
Ad Exchange,Smartphone,192184_1003,0.123193,121
Exchange Bidding,Tablet,191723_2001,0.122274,101
Exchange Bidding,Smartphone,189501_1055,0.122082,78
Exchange Bidding,Smartphone,192037_3002,0.12185199999999999,51
Exchange Bidding,Desktop,25534_3000,0.121636,142
Ad Exchange,Desktop,190606_3032,0.121516,106
Ad Exchange,Tablet,190709_1007,0.121469,49
Exchange Bidding,Desktop,186853_3024,0.12131199999999999,137
Ad Exchange,Tablet,190699_1018,0.12061599999999999,27
Ad Exchange,Smartphone,192300_1001,0.11988299999999999,142
Ad Exchange,Desktop,186746_3008,0.119876,136
Exchange Bidding,Smartphone,192129_1003,0.119845,93
Exchange Bidding,Tablet,192748_1000,0.119723,98
Exchange Bidding,Smartphone,192184_1001,0.119625,71
Ad Exchange,Tablet,192710_1000,0.1195,185
Exchange Bidding,Tablet,191720_1001,0.11930099999999999,102
Ad Exchange,Smartphone,190716_1000,0.119203,72
Ad Exchange,Desktop,192586_3054,0.11917499999999999,392
Exchange Bidding,Desktop,192147_3076,0.119112,129
Ad Exchange,Desktop,191461_3038,0.118809,114
Exchange Bidding,Smartphone,192745_1009,0.118545,289
Exchange Bidding,Smartphone,190936_3034,0.11817499999999999,44
Exchange Bidding,Desktop,191732_3001,0.11814899999999999,171
Ad Exchange,Tablet,192761_1000,0.11759399999999999,130
Ad Exchange,Desktop,191396_3000,0.117472,77
Ad Exchange,Smartphone,166578_1027,0.117174,96
Ad Exchange,Smartphone,192329_1005,0.116771,68
Ad Exchange,Smartphone,191870_1003,0.116191,66
Exchange Bidding,Desktop,191313_3018,0.115896,121
Ad Exchange,Tablet,190548_1019,0.1158,105
Exchange Bidding,Smartphone,190371_1104,0.115492,31
Ad Exchange,Smartphone,190067_1033,0.115286,84
Exchange Bidding,Smartphone,192731_1000,0.115021,104
Ad Exchange,Smartphone,192184_1004,0.114615,81
Exchange Bidding,Smartphone,192140_1001,0.114314,75
Ad Exchange,Desktop,186413_3011,0.114162,304
Exchange Bidding,Smartphone,191759_3044,0.113953,56
Exchange Bidding,Smartphone,192300_1001,0.113594,115
Ad Exchange,Smartphone,186975_5008,0.11348699999999999,49
Exchange Bidding,Smartphone,192101_1001,0.11329499999999999,88
Exchange Bidding,Smartphone,192670_1003,0.113088,105
Ad Exchange,Smartphone,192107_1006,0.11291899999999999,73
Exchange Bidding,Desktop,191877_3000,0.112787,252
Exchange Bidding,Smartphone,190407_1015,0.11240599999999999,79
Exchange Bidding,Desktop,190951_3013,0.112291,89
Ad Exchange,Desktop,190714_3021,0.112048,155
Exchange Bidding,Desktop,185947_3034,0.11183,143
Ad Exchange,Smartphone,190052_1034,0.11182,109
Ad Exchange,Smartphone,190083_1028,0.111609,73
Ad Exchange,Smartphone,192278_1000,0.11159699999999999,91
Exchange Bidding,Desktop,192143_3034,0.11155,118
Ad Exchange,Smartphone,190067_1028,0.111373,46
Ad Exchange,Smartphone,191864_1024,0.11122699999999999,34
Exchange Bidding,Smartphone,168818_1057,0.11121199999999999,34
Ad Exchange,Smartphone,188943_1031,0.11110199999999999,63
Exchange Bidding,Smartphone,192277_1001,0.110967,71
Exchange Bidding,Smartphone,192710_1002,0.11076,81
Exchange Bidding,Smartphone,189484_3139,0.11073999999999999,102
Ad Exchange,Smartphone,190791_1020,0.110443,72
Exchange Bidding,Smartphone,189309_5109,0.110179,68
Ad Exchange,Desktop,192261_3014,0.10953099999999999,203
Ad Exchange,Desktop,191931_2008,0.109493,225
Ad Exchange,Desktop,190928_3034,0.109294,233
Ad Exchange,Smartphone,192670_1000,0.108855,67
Exchange Bidding,Desktop,192371_3082,0.108578,98
Ad Exchange,Smartphone,192109_1000,0.10804599999999999,73
Ad Exchange,Smartphone,191637_1006,0.107874,63
Ad Exchange,Tablet,192197_1002,0.107695,38
Ad Exchange,Tablet,192353_2000,0.10745299999999999,160
Ad Exchange,Desktop,192342_3048,0.107358,222
Exchange Bidding,Smartphone,192040_1000,0.10731399999999999,55
Exchange Bidding,Desktop,192653_3018,0.10731199999999999,172
Exchange Bidding,Smartphone,186217_3011,0.10717399999999999,65
Ad Exchange,Desktop,191235_3148,0.106515,120
Ad Exchange,Desktop,189448_3021,0.106375,110
Ad Exchange,Tablet,192344_2002,0.10636699999999999,130
Ad Exchange,Tablet,192703_1001,0.10631299999999999,86
Exchange Bidding,Smartphone,192744_1000,0.106289,110
Exchange Bidding,Smartphone,189501_1054,0.105896,69
Ad Exchange,Smartphone,192144_1031,0.1055,106
Ad Exchange,Smartphone,190066_1041,0.10538299999999999,107
Ad Exchange,Desktop,191731_3002,0.10518,151
Ad Exchange,Smartphone,192300_1002,0.104545,62
Ad Exchange,Desktop,186866_3112,0.10443899999999999,127
Exchange Bidding,Smartphone,188952_1023,0.10419099999999999,36
Exchange Bidding,Smartphone,190430_1007,0.10404,25
Ad Exchange,Smartphone,192670_1004,0.10395199999999999,89
Exchange Bidding,Tablet,181415_1950,0.103948,109
Exchange Bidding,Tablet,191107_1004,0.103887,47
Ad Exchange,Smartphone,191704_1082,0.10355299999999999,58
Ad Exchange,Desktop,6b479032-a4a0-4d65-a97d-521b9c4ca9fd,0.102985,45
Ad Exchange,Tablet,192332_1003,0.10294299999999999,26
Ad Exchange,Desktop,191738_3000,0.102864,266
Ad Exchange,Smartphone,192384_1016,0.102603,86
Exchange Bidding,Smartphone,192668_1003,0.102532,71
Exchange Bidding,Smartphone,191741_3004,0.102165,23
Ad Exchange,Desktop,191864_3012,0.102097,71
Ad Exchange,Desktop,191382_3016,0.101705,88
Exchange Bidding,Tablet,192125_2000,0.100896,76
Ad Exchange,Smartphone,192107_1010,0.10077399999999999,106
Ad Exchange,Desktop,192337_3030,0.100407,180
Ad Exchange,Desktop,191235_3132,0.09936299999999999,180
Exchange Bidding,Desktop,190711_3018,0.099296,228
Ad Exchange,Smartphone,191967_3020,0.099211,58
Ad Exchange,Tablet,192644_2000,0.098638,203
Ad Exchange,Tablet,181415_1950,0.098631,177
Exchange Bidding,Desktop,190606_3032,0.098107,73
Ad Exchange,Smartphone,192293_1001,0.097916,53
Ad Exchange,Smartphone,190791_9000,0.09790499999999999,200
Ad Exchange,Desktop,191146_3000,0.09755699999999999,300
Ad Exchange,Smartphone,188513_1031,0.09750299999999999,113
Exchange Bidding,Desktop,191235_3132,0.097214,70
Exchange Bidding,Smartphone,192084_1016,0.096914,32
Exchange Bidding,Desktop,191010_3011,0.096665,88
Exchange Bidding,Smartphone,188943_1036,0.096617,29
Exchange Bidding,Smartphone,191858_3058,0.096164,27
Ad Exchange,Tablet,190551_1006,0.095804,42
Ad Exchange,Tablet,192140_1000,0.095797,72
Exchange Bidding,Smartphone,192250_1005,0.09575199999999999,92
Exchange Bidding,Smartphone,192166_1001,0.095747,54
Ad Exchange,Tablet,167551_1000,0.095554,146
Ad Exchange,Smartphone,191022_1016,0.095453,83
Exchange Bidding,Smartphone,192084_1013,0.095249,78
Ad Exchange,Tablet,190052_1034,0.09507299999999999,110
Exchange Bidding,Desktop,191464_3008,0.094951,180
Exchange Bidding,Smartphone,190668_1054,0.09490399999999999,78
Exchange Bidding,Smartphone,192329_1005,0.094763,42
Exchange Bidding,Smartphone,192668_1001,0.09401699999999999,106
Ad Exchange,Smartphone,192360_2000,0.093834,105
Exchange Bidding,Tablet,192634_1000,0.093816,75
Exchange Bidding,Smartphone,191703_1045,0.09368499999999999,53
Exchange Bidding,Desktop,190658_3014,0.093649,109
Exchange Bidding,Desktop,191464_3010,0.093142,214
Ad Exchange,Smartphone,185778_1014,0.09264399999999999,77
Ad Exchange,Smartphone,192683_1001,0.092512,75
Ad Exchange,Desktop,191464_3030,0.092441,380
Ad Exchange,Smartphone,188808_2004,0.092375,81
Exchange Bidding,Smartphone,190551_1028,0.092098,55
Ad Exchange,Smartphone,190551_1032,0.091998,43
Exchange Bidding,Smartphone,190951_1000,0.09179,63
Ad Exchange,Desktop,191721_2001,0.091765,269
Exchange Bidding,Smartphone,190548_1019,0.091763,34
Ad Exchange,Smartphone,185634_1008,0.091428,63
Exchange Bidding,Smartphone,190407_1014,0.091193,49
Exchange Bidding,Desktop,190717_3005,0.09097899999999999,87
Ad Exchange,Smartphone,191858_3054,0.09089799999999999,50
Exchange Bidding,Smartphone,180320_1038,0.090851,80
Exchange Bidding,Smartphone,191866_1015,0.090829,79
Ad Exchange,Desktop,191654_3010,0.090585,147
Ad Exchange,Smartphone,191218_1007,0.090569,60
Exchange Bidding,Desktop,192644_2000,0.09045,106
Exchange Bidding,Desktop,188943_3018,0.090406,127
Ad Exchange,Desktop,186866_3022,0.09013299999999999,107
Ad Exchange,Smartphone,185833_1011,0.089929,132
Exchange Bidding,Tablet,181415_1934,0.089846,60
Ad Exchange,Smartphone,179218_1067,0.08983,85
Ad Exchange,Desktop,189470_3080,0.089444,227
Ad Exchange,Smartphone,192381_2000,0.089155,173
Ad Exchange,Desktop,190658_3014,0.088972,103
Ad Exchange,Tablet,undefined,0.08891099999999999,215
Exchange Bidding,Desktop,192261_3025,0.088766,10
Exchange Bidding,Smartphone,188862_1010,0.088712,43
Ad Exchange,Tablet,191711_1001,0.088611,17
Ad Exchange,Smartphone,188943_1034,0.088485,122
Ad Exchange,Tablet,192330_1004,0.088168,123
Ad Exchange,Desktop,186763_3066,0.08791399999999999,67
Exchange Bidding,Smartphone,192196_1012,0.087902,43
Ad Exchange,Desktop,192371_3022,0.087864,86
Exchange Bidding,Smartphone,190724_1020,0.08784099999999999,46
Ad Exchange,Smartphone,191722_2000,0.08674,118
Exchange Bidding,Smartphone,191738_1000,0.08673399999999999,18
Ad Exchange,Smartphone,192201_1004,0.086379,101
Exchange Bidding,Desktop,192337_3094,0.08584599999999999,86
Exchange Bidding,Desktop,191094_3014,0.08549,66
Ad Exchange,Smartphone,190407_1014,0.085425,49
Ad Exchange,Smartphone,191738_1000,0.08538799999999999,58
Ad Exchange,Desktop,191241_3030,0.08509,229
Ad Exchange,Smartphone,187031_1016,0.084685,42
Exchange Bidding,Smartphone,191608_1013,0.084649,63
Exchange Bidding,Smartphone,192733_1000,0.08427,94
Ad Exchange,Desktop,191586_3072,0.084163,118
Ad Exchange,Desktop,3ced8c21-1135-4593-8e27-d900d0cee119,0.08363799999999999,76
Ad Exchange,Smartphone,180320_1038,0.08304199999999999,86
Exchange Bidding,Smartphone,186106_3170,0.082874,52
Exchange Bidding,Smartphone,191714_1041,0.082647,78
Ad Exchange,Smartphone,190280_1173,0.081904,24
Exchange Bidding,Desktop,186746_3028,0.08135099999999999,76
Exchange Bidding,Desktop,192294_3001,0.08122599999999999,134
Ad Exchange,Tablet,191929_2032,0.08115499999999999,156
Ad Exchange,Tablet,186728_3121,0.080983,41
Exchange Bidding,Smartphone,191864_1020,0.080941,74
Ad Exchange,Desktop,191838_3050,0.080902,96
Exchange Bidding,Smartphone,191864_1022,0.080456,47
Ad Exchange,Desktop,192586_3032,0.080029,271
Exchange Bidding,Desktop,187128_3006,0.08000499999999999,104
Ad Exchange,Desktop,190783_3000,0.079774,108
Ad Exchange,Smartphone,192067_1005,0.079492,56
Ad Exchange,Smartphone,187519_1027,0.07894799999999999,77
Ad Exchange,Desktop,18855193-d313-4389-a9ba-6aed32f40388,0.078882,77
Exchange Bidding,Smartphone,192663_1001,0.078716,69
Ad Exchange,Desktop,187160_3016,0.07868699999999999,37
Exchange Bidding,Smartphone,192703_1001,0.07823999999999999,72
Exchange Bidding,Desktop,186853_3038,0.078181,76
Ad Exchange,Tablet,192184_1001,0.078091,146
Exchange Bidding,Tablet,192716_1001,0.077628,86
Exchange Bidding,Smartphone,188589_5034,0.077282,77
Exchange Bidding,Smartphone,191187_1032,0.077136,36
Ad Exchange,Smartphone,192569_1003,0.076832,31
Ad Exchange,Smartphone,191396_1004,0.076566,61
Ad Exchange,Tablet,192569_1004,0.076456,77
Ad Exchange,Smartphone,191858_3048,0.07625699999999999,49
Ad Exchange,Smartphone,191399_1009,0.076245,56
Ad Exchange,Smartphone,190667_1045,0.07581199999999999,32
Ad Exchange,Smartphone,192013_1014,0.075749,78
Ad Exchange,Smartphone,186816_1007,0.075706,87
Exchange Bidding,Smartphone,192672_1001,0.075429,76
Exchange Bidding,Smartphone,192670_1005,0.075142,44
Exchange Bidding,Desktop,186853_3014,0.075001,45
Ad Exchange,Desktop,191544_3159,0.0749,304
Exchange Bidding,Smartphone,190797_1015,0.074889,22
Exchange Bidding,Smartphone,188915_1007,0.07486999999999999,30
Ad Exchange,Tablet,192159_1008,0.074639,126
Exchange Bidding,Smartphone,191864_1028,0.074491,44
Ad Exchange,Smartphone,192142_1009,0.07425899999999999,82
Ad Exchange,Smartphone,175915_1057,0.0741,72
Ad Exchange,Smartphone,188865_1014,0.07409299999999999,46
Exchange Bidding,Smartphone,192644_2000,0.073706,85
Exchange Bidding,Tablet,190067_1015,0.073686,82
Ad Exchange,Smartphone,192081_1019,0.073212,73
Exchange Bidding,Tablet,192084_1013,0.073017,70
Exchange Bidding,Smartphone,191929_2005,0.072851,53
Ad Exchange,Smartphone,191864_1012,0.07249499999999999,41
Ad Exchange,Desktop,186328_1098,0.072464,117
Exchange Bidding,Tablet,192282_1000,0.072292,49
Exchange Bidding,Desktop,190603_2000,0.071981,75
Ad Exchange,Desktop,191935_3002,0.071905,20
Exchange Bidding,Smartphone,167576_1123,0.071449,72
Exchange Bidding,Smartphone,192160_1013,0.070584,52
Exchange Bidding,Tablet,192140_1000,0.070267,60
Ad Exchange,Smartphone,191864_1010,0.070241,53
Exchange Bidding,Smartphone,186116_1013,0.070079,37
Ad Exchange,Tablet,192294_1000,0.069883,42
Ad Exchange,Smartphone,191870_1005,0.069864,47
Ad Exchange,Desktop,191266_3040,0.069525,218
Ad Exchange,Smartphone,191590_1007,0.069419,107
Ad Exchange,Smartphone,186556_3010,0.069332,18
Ad Exchange,Smartphone,191608_1013,0.06908,55
Exchange Bidding,Smartphone,188943_1031,0.068825,17
Ad Exchange,Smartphone,191187_1032,0.06872299999999999,75
Ad Exchange,Tablet,192279_1000,0.06831499999999999,53
Exchange Bidding,Desktop,192371_3070,0.06798499999999999,64
Exchange Bidding,Desktop,191931_2005,0.06734699999999999,79
Ad Exchange,Smartphone,190797_1015,0.06722299999999999,96
Ad Exchange,Tablet,190430_1007,0.066952,22
Ad Exchange,Smartphone,191481_1074,0.06641799999999999,53
Exchange Bidding,Tablet,191943_2000,0.06625099999999999,42
Exchange Bidding,Smartphone,192672_1004,0.066136,101
Exchange Bidding,Smartphone,192184_1004,0.06594,45
Ad Exchange,Desktop,187128_3000,0.065206,15
Exchange Bidding,Smartphone,192081_1020,0.065144,37
Ad Exchange,Tablet,191939_2005,0.064931,115
Ad Exchange,Smartphone,191870_1017,0.064929,65
Exchange Bidding,Smartphone,191666_1021,0.064743,35
Ad Exchange,Desktop,192586_3025,0.06471299999999999,64
Ad Exchange,Smartphone,186808_1028,0.06457,64
Exchange Bidding,Smartphone,192745_1007,0.064565,103
Ad Exchange,Smartphone,188732_1010,0.064528,37
Ad Exchange,Smartphone,191961_1007,0.06443299999999999,156
Exchange Bidding,Desktop,192586_3053,0.064337,71
Ad Exchange,Desktop,192342_3084,0.064092,50
Ad Exchange,Tablet,191934_2007,0.06407299999999999,14
Exchange Bidding,Smartphone,192160_1019,0.064025,19
Exchange Bidding,Desktop,191586_3072,0.063929,84
Ad Exchange,Smartphone,185622_1005,0.06329699999999999,29
Ad Exchange,Desktop,191436_3028,0.063206,190
Ad Exchange,Desktop,190908_3004,0.063138,452
Ad Exchange,Tablet,188943_1035,0.06312799999999999,12
Ad Exchange,Smartphone,191721_2000,0.063086,169
Ad Exchange,Tablet,192084_1016,0.06281099999999999,86
Exchange Bidding,Smartphone,192140_1013,0.062785,33
Ad Exchange,Smartphone,189357_4028,0.062438999999999995,16
Exchange Bidding,Smartphone,192107_1010,0.062234,59
Exchange Bidding,Smartphone,191975_1016,0.061694,30
Exchange Bidding,Smartphone,192155_3000,0.061667999999999994,38
Ad Exchange,Desktop,192141_3004,0.061349999999999995,223
